gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Female,Urban,Bachelor,3.93,1,3,10620.0,More than 1,,Gold,161004
Male,Rural,Bachelor,,1,6,4475.0,1,A,Silver,32244
Female,Urban,High School,7.3,1,6,6353.0,1,A,Gold,60504
Male,Urban,Bachelor,2.54,0,5,2972.0,More than 1,C,Silver,56508
Male,Rural,Bachelor,72.04,1,2,0.0,1,C,Gold,48420
Female,Rural,Bachelor,6.14,1,8,0.0,More than 1,A,Gold,136680
Female,Rural,Others,91.0,1,7,2288.0,1,A,Gold,56640
Female,Urban,High School,9.34,0,4,4077.0,More than 1,A,Silver,64584
Male,Urban,High School,9.63,0,7,3039.0,More than 1,B,Platinum,58248
Female,Urban,Bachelor,2.63,0,6,7486.0,1,B,Platinum,34932
Male,Urban,High School,8.82,1,6,2864.0,1,A,Platinum,33300
Male,Urban,Bachelor,8.75,1,7,2045.0,More than 1,A,Gold,96192
Male,Urban,High School,5.65,1,8,6190.0,1,C,Platinum,32664
Female,Urban,Bachelor,5.35,0,7,2138.0,More than 1,A,Platinum,52896
Female,Urban,High School,0.43,1,7,5406.0,More than 1,A,Silver,66732
Female,Rural,Bachelor,,0,7,0.0,More than 1,B,Platinum,66708
Male,Urban,High School,7.03,1,8,4217.0,More than 1,A,Silver,87504
Female,Urban,High School,8.57,1,4,2651.0,More than 1,A,Platinum,60552
Female,Rural,High School,8.63,0,0,0.0,1,A,Platinum,39792
Male,Rural,Bachelor,4.83,1,6,3669.0,More than 1,B,Silver,106116
Male,Urban,High School,5.17,1,3,4352.0,1,A,Silver,51816
Female,Rural,Bachelor,5.33,1,4,2559.0,More than 1,A,Gold,114372
Female,Urban,High School,5.42,0,6,5486.0,1,B,Platinum,33144
Female,Rural,Bachelor,9.28,0,2,3797.0,More than 1,A,Silver,108756
Male,Urban,High School,38.19,1,2,3925.0,1,A,Platinum,46404
Male,Urban,Bachelor,6.03,0,2,0.0,More than 1,A,Platinum,63204
Male,Urban,High School,2.57,1,7,4319.0,More than 1,B,Platinum,278892
Female,Rural,Bachelor,8.61,0,6,2091.0,1,,Gold,62232
Female,Urban,High School,39.28,1,6,2558.0,1,A,Silver,31800
Male,Urban,High School,2.67,1,1,3645.0,1,A,Silver,31836
Male,Urban,Bachelor,6.78,1,5,2972.0,1,B,Gold,39660
Female,Urban,High School,8.49,0,1,5999.0,More than 1,A,Platinum,107172
Male,Urban,Bachelor,4.19,1,7,,More than 1,C,Gold,70764
Female,,High School,,0,0,5581.0,1,,Gold,34440
Female,Urban,High School,9.26,0,7,10975.0,1,A,Platinum,59796
Female,Urban,Bachelor,6.54,0,7,4826.0,More than 1,A,Platinum,105684
Male,Rural,Bachelor,8.42,1,7,0.0,More than 1,A,Platinum,57984
Male,Rural,High School,7.67,0,1,3343.0,1,A,Silver,36072
Female,Urban,High School,8.3,0,2,4046.0,1,A,Gold,43704
Female,Rural,High School,83.67,0,7,0.0,1,A,Silver,33444
Male,Urban,Bachelor,8.93,1,7,6769.0,More than 1,A,Gold,30756
Female,Urban,Bachelor,6.67,1,2,5388.0,1,A,Gold,31104
Male,Urban,High School,7.69,0,7,2971.0,More than 1,A,Silver,59460
Female,Rural,Others,8.96,1,1,,More than 1,A,Platinum,40452
Female,,High School,10.75,1,5,3651.0,More than 1,A,Platinum,106620
Male,Rural,Bachelor,5.04,1,1,0.0,1,A,Platinum,65160
Female,Urban,Others,4.96,0,1,6836.0,More than 1,C,Platinum,93492
Male,Urban,Bachelor,2.13,0,7,5555.0,More than 1,A,Gold,159612
Male,Urban,High School,3.09,1,4,4166.0,More than 1,A,Platinum,87900
Female,Rural,High School,9.12,0,7,6645.0,More than 1,,Platinum,67800
Male,Urban,High School,3.67,1,4,5957.0,More than 1,B,Gold,66156
Female,Rural,High School,19.19,1,0,0.0,1,,Platinum,31944
Male,Urban,High School,3.46,1,7,18064.0,More than 1,C,Platinum,292416
Male,Urban,High School,5.22,0,2,6760.0,More than 1,A,Platinum,142032
Male,Urban,High School,7.45,1,0,0.0,More than 1,A,Platinum,48120
Male,Urban,Bachelor,8.95,1,4,5109.0,1,B,Silver,29856
Male,,High School,16.49,1,3,0.0,More than 1,A,Silver,102276
Male,,Bachelor,6.78,0,1,5733.0,More than 1,A,Platinum,63132
Male,Urban,Others,6.14,1,5,5514.0,1,A,Platinum,31728
Male,Urban,High School,8.56,1,4,4267.0,More than 1,A,Gold,80952
Male,Rural,Bachelor,7.35,1,7,0.0,1,A,Platinum,34092
Male,Urban,High School,9.26,1,1,5414.0,1,A,Platinum,53136
Female,Rural,Bachelor,9.84,0,0,2370.0,More than 1,B,Silver,70260
Female,Urban,High School,20.78,1,7,3659.0,More than 1,B,Gold,240504
Female,Rural,Bachelor,6.38,0,8,0.0,More than 1,A,Platinum,108288
Male,Urban,Bachelor,7.1,1,6,0.0,More than 1,A,Silver,63552
Male,Urban,Bachelor,5.03,1,0,3111.0,More than 1,B,Gold,70596
Female,Urban,High School,3.26,0,7,2906.0,More than 1,B,Silver,77496
Male,Rural,Bachelor,8.31,1,2,0.0,More than 1,B,Silver,35352
Male,Urban,High School,5.8,0,1,3890.0,More than 1,A,Gold,288468
Male,Urban,Bachelor,8.94,0,3,3698.0,More than 1,C,Silver,104808
Male,,Bachelor,35.53,1,5,6405.0,1,A,Silver,58044
Male,Urban,Bachelor,5.11,1,4,5776.0,More than 1,A,Platinum,102696
Male,Rural,Bachelor,8.08,1,4,3724.0,More than 1,A,Gold,58476
Male,Rural,Others,8.59,0,8,2449.0,1,,Platinum,30684
Male,Urban,Bachelor,98.98,1,8,0.0,1,A,Platinum,65304
Male,Urban,Bachelor,6.52,1,2,5634.0,More than 1,A,Platinum,66120
Male,Rural,Bachelor,38.73,1,6,5998.0,More than 1,B,Platinum,106092
Male,Rural,Bachelor,23.98,0,2,0.0,More than 1,B,Platinum,63156
Male,Rural,High School,79.09,1,3,3505.0,More than 1,A,Gold,32436
Male,Rural,High School,14.96,1,6,0.0,More than 1,B,Platinum,49344
Female,Urban,High School,9.85,0,1,6102.0,More than 1,C,Platinum,229776
Female,Rural,High School,4.58,1,5,0.0,More than 1,A,Silver,75048
Female,Urban,High School,8.11,1,6,,More than 1,A,Gold,110040
Female,Rural,High School,7.5,0,5,11431.0,1,A,Gold,43668
Male,Rural,Others,6.55,1,0,0.0,1,A,Platinum,31572
Male,Urban,High School,29.05,0,1,,More than 1,A,Platinum,101904
Female,Urban,High School,9.67,1,2,5678.0,More than 1,A,Platinum,141576
Female,Rural,High School,3.06,0,1,2546.0,1,B,Platinum,63180
Male,Urban,Bachelor,44.98,1,5,6333.0,1,A,Platinum,29316
Male,Urban,High School,9.36,1,5,0.0,1,A,Gold,58416
Female,,Bachelor,6.64,1,7,0.0,1,B,Platinum,62376
Male,Urban,High School,5.59,1,1,,1,A,Gold,36564
Female,Rural,Bachelor,2.43,0,5,3145.0,More than 1,B,Platinum,213264
Male,Urban,High School,75.55,1,6,0.0,More than 1,A,Platinum,115260
Female,Urban,Others,4.68,1,3,2101.0,More than 1,C,Platinum,58152
Male,Urban,High School,8.25,1,5,4546.0,More than 1,A,Platinum,92964
Male,Rural,High School,6.38,1,5,0.0,1,B,Silver,29844
Male,Urban,High School,71.82,1,7,14427.0,More than 1,A,Silver,30060
Female,Urban,High School,7.87,1,4,4139.0,More than 1,B,Platinum,66372
Female,Urban,High School,7.35,1,1,2771.0,More than 1,B,Platinum,67020
Female,Urban,High School,93.63,0,3,9547.0,More than 1,A,Platinum,123384
Female,Urban,Bachelor,5.27,1,6,5095.0,1,A,Platinum,30060
Female,Urban,High School,6.94,0,4,3982.0,More than 1,A,Platinum,62748
Male,Urban,Bachelor,8.07,0,3,3737.0,1,A,Gold,278868
Female,Rural,Others,6.89,1,6,,1,B,Silver,35064
Female,Urban,Bachelor,1.86,0,4,,More than 1,A,Silver,35100
Female,Urban,High School,2.39,0,4,23817.0,1,A,Silver,96348
Male,Rural,High School,58.64,1,6,0.0,More than 1,B,Platinum,66360
Male,Urban,High School,8.29,0,4,5906.0,1,A,Platinum,50808
Female,Rural,High School,31.23,1,2,2282.0,More than 1,A,Gold,114732
Male,Urban,High School,65.09,0,4,6446.0,1,A,Platinum,31284
Female,Urban,High School,7.57,0,3,0.0,More than 1,B,Gold,150408
Male,Rural,Bachelor,8.09,1,3,0.0,More than 1,A,Platinum,65076
Female,Rural,High School,9.88,1,6,7972.0,More than 1,B,Platinum,97812
Female,Urban,High School,16.47,1,3,0.0,More than 1,B,Gold,98064
Male,Rural,Bachelor,6.36,1,1,2605.0,More than 1,C,Gold,71544
Male,Urban,High School,8.61,1,1,3662.0,1,A,Gold,66600
Male,,High School,7.43,1,7,6818.0,More than 1,A,Platinum,93600
Female,Urban,High School,5.07,0,4,,More than 1,A,Platinum,206664
Male,Rural,High School,,1,6,2602.0,More than 1,A,Platinum,61332
Male,,Bachelor,4.52,0,6,0.0,More than 1,B,Platinum,45168
Male,Urban,High School,6.33,1,7,4074.0,More than 1,A,Platinum,57696
Female,,Bachelor,6.31,1,5,0.0,1,A,Silver,33144
Male,Rural,High School,61.37,1,1,3433.0,More than 1,A,Gold,68772
Male,Urban,High School,6.48,0,6,5503.0,More than 1,A,Platinum,109464
Male,Urban,Bachelor,73.92,1,6,6803.0,1,A,Platinum,35328
Female,Urban,High School,32.22,0,7,3869.0,More than 1,B,Platinum,72744
Male,Urban,Bachelor,6.68,0,5,,More than 1,A,Gold,390828
Male,Rural,High School,3.96,0,6,0.0,1,B,Platinum,50976
Male,,High School,3.42,1,6,6611.0,1,A,Gold,56628
Male,Urban,Bachelor,5.41,0,8,2004.0,More than 1,,Silver,66900
Male,Urban,Others,15.2,1,7,3906.0,More than 1,B,Silver,41952
Male,,High School,9.11,0,2,4310.0,More than 1,B,Platinum,109704
Male,Urban,High School,42.41,1,1,6606.0,1,A,Silver,94224
Female,Urban,High School,2.0,1,2,6256.0,1,,Platinum,32988
Male,Urban,High School,3.89,1,8,6182.0,More than 1,C,Platinum,63744
Male,Urban,High School,3.5,0,6,15076.0,More than 1,A,Gold,209616
Male,Rural,Bachelor,,1,2,0.0,More than 1,B,Gold,64152
Male,Urban,High School,7.76,1,8,3895.0,More than 1,A,Gold,98364
Female,Rural,High School,7.41,1,6,0.0,More than 1,A,Gold,62352
Female,Rural,High School,21.22,1,4,0.0,More than 1,A,Gold,108048
Female,Rural,High School,6.21,0,0,2334.0,1,A,Silver,67824
Female,Urban,Bachelor,8.47,0,6,0.0,1,,Platinum,52092
Male,,High School,2.69,1,7,3946.0,More than 1,,Gold,59904
Female,Urban,High School,59.75,0,6,11770.0,More than 1,A,Platinum,65556
Male,Urban,High School,78.33,1,7,3944.0,1,A,Platinum,55872
Male,Rural,High School,23.43,0,5,,More than 1,A,Platinum,91152
Female,Urban,High School,6.24,0,4,8687.0,More than 1,A,Gold,59268
Female,,Bachelor,10.63,0,6,0.0,1,A,Gold,41892
Male,Urban,High School,2.9,1,5,6722.0,1,A,Platinum,65088
Female,Urban,High School,7.45,1,6,2258.0,More than 1,C,Platinum,290916
Female,Urban,High School,9.11,0,7,6739.0,More than 1,B,Platinum,67296
Female,Urban,Bachelor,7.49,1,5,0.0,More than 1,A,Platinum,29304
Male,Rural,Bachelor,45.79,1,6,0.0,More than 1,A,Platinum,50712
Female,Rural,High School,6.45,1,7,0.0,More than 1,B,Platinum,69312
Female,,High School,81.25,1,4,0.0,More than 1,B,Silver,108540
Female,Rural,High School,8.45,1,2,5339.0,1,B,Platinum,29832
Female,Urban,High School,2.89,0,6,8665.0,More than 1,,Platinum,232884
Female,Urban,High School,4.48,0,4,5445.0,More than 1,A,Silver,108912
Female,Urban,Bachelor,,1,7,6268.0,More than 1,B,Gold,270996
Male,Urban,High School,2.93,0,8,6947.0,More than 1,,Platinum,211620
Male,Urban,High School,4.12,0,6,9034.0,More than 1,A,Platinum,165984
Male,Urban,High School,2.32,1,1,6663.0,1,A,Silver,358404
Female,Rural,High School,96.38,0,7,2730.0,More than 1,A,Silver,205812
Male,Rural,Bachelor,2.55,1,1,0.0,More than 1,,Platinum,71628
Female,Urban,High School,,1,5,,More than 1,C,Platinum,63120
Female,,High School,7.56,1,0,0.0,1,A,Platinum,29556
Male,Urban,High School,4.79,1,1,23697.0,More than 1,B,Silver,65616
Female,Urban,High School,9.95,1,4,7233.0,More than 1,A,Platinum,106104
Male,Urban,High School,95.87,1,1,6292.0,1,A,Platinum,33180
Female,Urban,High School,5.3,0,0,5250.0,More than 1,C,Platinum,62160
Female,Rural,Bachelor,7.09,0,2,5646.0,1,A,Platinum,35148
Male,Rural,High School,7.75,1,4,2484.0,More than 1,A,Gold,98256
Male,Urban,High School,5.32,0,0,4210.0,1,A,Platinum,34536
Male,Rural,Bachelor,9.32,1,2,2675.0,1,,Platinum,54624
Male,,High School,1.03,0,6,8247.0,More than 1,C,Gold,465036
Male,Urban,High School,2.11,0,7,5321.0,1,B,Silver,37092
Male,Urban,High School,9.63,1,5,6868.0,1,A,Silver,64236
Female,Urban,High School,5.78,0,4,7535.0,More than 1,A,Platinum,63192
Female,Urban,High School,2.98,0,6,6175.0,More than 1,A,Silver,92364
Female,Urban,High School,3.69,1,6,3602.0,1,B,Platinum,30888
Male,Urban,Others,3.66,0,7,7139.0,1,B,Platinum,54084
Female,Urban,High School,2.65,1,7,4131.0,More than 1,A,Gold,63348
Male,Urban,Bachelor,5.11,1,6,3914.0,More than 1,,Platinum,76644
Male,Urban,Bachelor,4.09,1,7,,More than 1,B,Platinum,107016
Male,Urban,High School,3.38,0,7,4086.0,1,B,Gold,35556
Female,Urban,High School,6.65,1,2,12256.0,More than 1,C,Platinum,334488
Male,Rural,High School,53.03,0,6,0.0,More than 1,B,Silver,170064
Female,Urban,High School,5.36,1,0,3140.0,1,A,Platinum,49068
Female,Rural,Bachelor,7.75,0,2,0.0,More than 1,B,Silver,87348
Male,Rural,High School,8.44,1,5,,More than 1,A,Gold,111144
Male,Rural,Bachelor,8.72,0,6,2918.0,1,A,Platinum,37260
Female,Rural,High School,8.22,1,5,2747.0,More than 1,,Gold,98028
Male,Urban,High School,6.1,0,5,6298.0,More than 1,A,Gold,29796
Male,Rural,High School,9.05,0,4,2167.0,1,C,Platinum,52476
Female,,High School,,1,4,4466.0,More than 1,A,Gold,105948
Male,Urban,Bachelor,9.74,0,0,5250.0,1,A,Gold,47592
Female,Rural,High School,79.24,1,8,0.0,More than 1,A,Platinum,94008
Male,Urban,High School,4.95,0,5,4951.0,1,B,Platinum,34128
Male,Urban,High School,2.3,1,5,11740.0,More than 1,C,Silver,53400
Female,Urban,High School,9.09,0,1,10049.0,More than 1,A,Platinum,421380
Female,Urban,Bachelor,7.19,0,7,4692.0,1,A,Gold,31104
Male,Urban,Bachelor,5.44,0,8,3363.0,More than 1,B,Platinum,69552
Female,Urban,High School,50.82,0,0,5437.0,More than 1,A,Gold,64884
Male,Rural,Bachelor,8.29,1,1,2451.0,More than 1,A,Silver,114612
Male,Urban,High School,9.74,1,7,11101.0,More than 1,A,Platinum,56196
Male,Urban,Bachelor,8.22,1,5,4383.0,More than 1,B,Silver,67440
Male,Rural,Bachelor,,1,6,,More than 1,,Silver,106032
Male,Urban,High School,2.6,1,1,,1,A,Gold,30492
Female,Urban,Bachelor,,1,2,4078.0,More than 1,A,Silver,68220
Female,Rural,High School,2.36,1,6,0.0,1,A,Platinum,56712
Male,Urban,Bachelor,4.78,0,7,0.0,More than 1,A,Platinum,67356
Male,Rural,High School,76.78,1,2,0.0,More than 1,C,Gold,61212
Male,,Bachelor,9.39,1,2,3623.0,More than 1,A,Silver,62808
Male,Urban,Bachelor,9.76,1,5,0.0,More than 1,A,Platinum,63240
Male,Urban,Bachelor,5.21,1,5,12510.0,1,A,Platinum,43248
Female,Rural,Bachelor,6.24,0,2,4574.0,More than 1,A,Platinum,68832
Male,Rural,High School,8.14,0,4,0.0,More than 1,B,Gold,33552
Male,Urban,High School,7.23,0,2,6783.0,1,A,Platinum,31272
Male,Urban,Others,9.73,0,6,4411.0,1,B,Silver,162672
Female,Rural,High School,8.63,0,5,0.0,1,A,Platinum,43680
Female,Urban,Bachelor,9.65,0,2,5968.0,More than 1,A,Silver,64704
Male,Urban,Bachelor,,1,6,,1,B,Gold,37740
Female,Rural,Bachelor,6.14,1,8,0.0,More than 1,B,Platinum,67812
Male,Urban,High School,2.42,0,6,3629.0,More than 1,A,Silver,65064
Male,Rural,Bachelor,69.27,0,4,3145.0,1,B,Silver,33996
Female,Urban,Bachelor,4.44,0,6,,More than 1,A,Platinum,212580
Female,Rural,Bachelor,9.84,1,3,0.0,More than 1,A,Platinum,65484
Female,Rural,High School,5.57,1,0,2604.0,1,A,Gold,47736
Male,Rural,High School,9.85,0,5,0.0,1,A,Platinum,31128
Female,Urban,Bachelor,0.55,1,6,7962.0,More than 1,A,Platinum,110436
Male,Urban,High School,6.61,0,4,2983.0,1,B,Platinum,44112
Male,Urban,High School,6.12,1,2,2808.0,1,B,Platinum,51660
Male,Rural,Bachelor,4.7,1,5,0.0,More than 1,B,Platinum,61860
Male,Urban,High School,5.05,0,6,6923.0,More than 1,A,Platinum,62196
Female,Rural,High School,7.68,1,6,3177.0,More than 1,B,Silver,69036
Male,Urban,High School,9.73,1,7,4974.0,More than 1,C,Gold,112668
Male,Urban,High School,8.48,1,7,3326.0,More than 1,A,Platinum,65796
Male,Rural,High School,5.21,1,6,3912.0,More than 1,B,Platinum,63264
Female,Urban,High School,3.53,1,8,3728.0,More than 1,A,Gold,72540
Female,Urban,Bachelor,5.23,0,1,6598.0,More than 1,A,Silver,63000
Male,Urban,High School,8.68,0,4,9354.0,More than 1,A,Gold,107016
Male,Urban,Bachelor,6.79,1,2,8329.0,1,A,Platinum,471252
Male,Urban,High School,8.11,0,0,0.0,More than 1,A,Silver,198084
Female,Rural,High School,3.41,1,1,0.0,More than 1,A,Platinum,66324
Female,Urban,High School,2.25,1,5,3392.0,More than 1,A,Gold,74964
Female,Urban,High School,9.44,0,2,,1,A,Gold,35892
Male,Rural,Bachelor,4.08,0,5,2002.0,1,,Platinum,40008
Female,Urban,Bachelor,4.13,1,7,3751.0,More than 1,A,Silver,60816
Male,,Bachelor,4.32,1,5,6058.0,More than 1,B,Silver,152100
Male,Urban,High School,7.96,1,7,4598.0,1,A,Platinum,34440
Male,Rural,Bachelor,15.15,1,7,0.0,More than 1,B,Silver,36180
Male,Urban,High School,49.12,0,4,3104.0,More than 1,A,Platinum,102012
Female,Urban,High School,29.25,0,1,2687.0,More than 1,A,Gold,47820
Male,Rural,Bachelor,83.25,0,0,4261.0,More than 1,B,Platinum,93720
Female,Rural,High School,8.63,1,5,0.0,1,A,Platinum,34392
Male,Urban,Bachelor,7.51,1,4,0.0,1,A,Gold,36528
Female,,High School,0.23,0,6,6244.0,1,A,Platinum,30552
Male,Urban,High School,7.77,1,2,0.0,More than 1,B,Platinum,74124
Female,Rural,High School,,0,4,2903.0,More than 1,A,Gold,104208
Female,Urban,Bachelor,9.67,0,8,12229.0,More than 1,,Platinum,100236
Male,Urban,Bachelor,37.64,0,7,11922.0,More than 1,A,Platinum,178788
Male,Urban,Bachelor,35.98,1,6,9858.0,More than 1,A,Platinum,70764
Female,Urban,Bachelor,6.8,0,1,10227.0,More than 1,A,Platinum,96276
Male,Urban,Bachelor,8.42,1,1,2609.0,More than 1,A,Silver,519444
Male,Urban,Others,5.69,1,6,3679.0,1,B,Silver,30552
Male,Urban,Bachelor,2.95,0,5,6598.0,More than 1,C,Silver,62040
Male,Urban,Bachelor,4.35,1,7,0.0,More than 1,B,Silver,72072
Female,Urban,Bachelor,5.91,1,0,4221.0,More than 1,C,Platinum,93372
Female,Urban,Others,3.48,1,6,3896.0,More than 1,,Silver,230160
Male,Urban,High School,3.02,1,8,15108.0,More than 1,A,Platinum,563556
Female,Rural,High School,10.1,1,6,0.0,More than 1,C,Platinum,157356
Male,Urban,Bachelor,5.11,1,7,2819.0,1,B,Silver,67140
Male,Rural,Bachelor,8.97,0,5,3175.0,1,B,Silver,63372
Female,Rural,High School,7.82,1,7,0.0,More than 1,A,Gold,113172
Female,Rural,High School,8.51,1,7,2331.0,1,A,Platinum,104964
Male,Urban,Bachelor,2.73,1,7,3071.0,More than 1,B,Silver,153828
Male,Rural,Bachelor,67.12,0,8,2452.0,More than 1,B,Gold,105696
Male,Urban,High School,3.01,1,0,3994.0,1,A,Gold,63240
Male,Urban,Bachelor,9.73,1,5,4244.0,1,A,Silver,57900
Male,Rural,High School,9.21,0,1,,1,C,Platinum,59556
Female,,High School,9.97,0,5,3743.0,More than 1,C,Platinum,212100
Female,Rural,High School,7.78,1,4,2942.0,More than 1,B,Platinum,143148
Female,,Bachelor,,0,4,5228.0,More than 1,B,Gold,63492
Male,Urban,High School,8.46,1,6,3943.0,More than 1,A,Silver,145644
Male,Urban,Bachelor,6.26,1,6,8128.0,More than 1,B,Gold,59916
Male,Urban,High School,32.38,1,2,6782.0,More than 1,A,Gold,109212
Male,Rural,High School,6.33,1,6,3584.0,More than 1,C,Platinum,313116
Male,Rural,Bachelor,7.61,1,6,0.0,More than 1,A,Silver,105408
Male,Urban,High School,4.5,1,8,6760.0,1,A,Silver,248772
Female,Urban,Bachelor,2.76,0,2,5650.0,More than 1,A,Silver,182820
Male,Urban,Bachelor,2.47,1,7,14583.0,More than 1,B,Platinum,210372
Male,Rural,High School,33.81,0,1,0.0,1,,Gold,33864
Female,Rural,High School,5.03,1,2,0.0,1,C,Platinum,37368
Male,Rural,Bachelor,9.75,1,5,3457.0,More than 1,B,Silver,62760
Male,Urban,Bachelor,7.81,1,2,7670.0,More than 1,A,Platinum,234264
Female,Urban,Bachelor,9.09,1,5,0.0,1,A,Gold,48228
Male,Urban,High School,4.34,0,6,,1,A,Platinum,30156
Male,Rural,Bachelor,5.88,1,7,0.0,More than 1,B,Platinum,64740
Female,Urban,Bachelor,9.31,1,6,0.0,More than 1,A,Platinum,117204
Male,Rural,High School,5.67,0,1,5551.0,1,A,Silver,59388
Male,Urban,Bachelor,4.21,1,2,0.0,More than 1,A,Platinum,141372
Female,Urban,High School,3.93,1,7,0.0,1,B,Gold,34776
Male,Rural,High School,5.38,1,4,0.0,1,C,Platinum,32868
Female,Urban,High School,5.42,0,7,5580.0,1,B,Silver,152472
Male,Urban,High School,7.59,1,8,3769.0,More than 1,A,Platinum,69252
Female,Urban,High School,3.06,0,1,6241.0,1,A,Silver,32556
Female,Urban,High School,7.34,1,1,7719.0,More than 1,A,Platinum,111000
Male,Urban,High School,,1,1,3895.0,1,A,Platinum,31716
Female,Urban,Bachelor,7.12,1,6,9848.0,More than 1,A,Gold,104808
Male,Urban,Bachelor,6.87,1,7,4433.0,More than 1,A,Platinum,507720
Female,Urban,Bachelor,58.63,0,7,2627.0,More than 1,,Gold,33060
Male,Urban,High School,5.04,1,2,5446.0,1,A,Gold,28104
Male,Urban,Bachelor,4.58,1,4,7067.0,1,,Platinum,66612
Male,Urban,Others,7.73,1,5,3834.0,1,A,Gold,57828
Female,Urban,High School,48.49,0,2,8097.0,More than 1,A,Platinum,65472
Male,Urban,High School,2.75,1,3,3843.0,More than 1,A,Platinum,105084
Male,Rural,High School,24.13,0,3,,More than 1,B,Platinum,61200
Male,Urban,High School,3.0,0,4,,More than 1,A,Silver,64704
Male,Urban,Bachelor,7.16,1,7,3368.0,1,,Platinum,50532
Male,Urban,High School,7.97,0,5,9133.0,1,A,Gold,48360
Male,Urban,High School,9.42,1,5,11473.0,More than 1,A,Platinum,53520
Male,Urban,Bachelor,9.17,1,5,13677.0,More than 1,A,Platinum,259176
Male,Urban,Bachelor,9.68,1,4,0.0,1,A,Platinum,47880
Female,Urban,Bachelor,5.23,1,2,7878.0,More than 1,A,Silver,65460
Male,Urban,High School,2.47,1,3,5729.0,1,A,Gold,31968
Male,Rural,Bachelor,6.1,1,6,0.0,More than 1,A,Gold,99144
Female,Urban,High School,6.1,1,6,4165.0,More than 1,B,Silver,66984
Female,Urban,High School,,1,2,12825.0,1,A,Platinum,52620
Male,Rural,High School,,0,6,3036.0,More than 1,B,Platinum,61164
Male,Rural,High School,5.14,1,3,2914.0,1,B,Platinum,33084
Female,Urban,Bachelor,8.48,0,6,2211.0,1,A,Platinum,30372
Female,Urban,Bachelor,5.28,1,8,6153.0,More than 1,B,Silver,91092
Male,Rural,Bachelor,,0,7,2510.0,More than 1,B,Platinum,350580
Male,Urban,High School,7.22,0,4,6132.0,More than 1,C,Silver,103860
Male,Rural,Others,58.46,1,8,0.0,More than 1,A,Platinum,69996
Male,Urban,High School,3.04,1,5,5981.0,1,A,Gold,30696
Male,Rural,High School,59.62,1,6,3520.0,1,A,Platinum,33624
Female,Rural,High School,8.54,1,0,0.0,More than 1,B,Gold,108120
Male,Rural,Bachelor,68.92,0,4,0.0,More than 1,B,Silver,424224
Male,Urban,High School,8.25,0,6,,More than 1,A,Platinum,71412
Female,Rural,High School,,0,7,3603.0,1,B,Silver,52308
Male,Urban,Bachelor,7.47,1,4,4287.0,More than 1,A,Platinum,104328
Male,Urban,Bachelor,73.14,1,6,5445.0,More than 1,A,Platinum,94464
Male,Urban,Bachelor,6.31,0,2,0.0,More than 1,A,Platinum,44808
Female,Urban,Bachelor,8.85,0,0,0.0,More than 1,A,Platinum,202200
Female,Urban,Others,9.01,0,1,2219.0,1,B,Silver,31392
Female,Urban,High School,5.25,1,7,4337.0,1,A,Silver,31800
Female,Urban,Bachelor,3.36,0,1,8432.0,More than 1,A,Platinum,111924
Female,Urban,Bachelor,0.7,0,6,8906.0,More than 1,A,Gold,164736
Female,Urban,Bachelor,71.99,1,5,3557.0,More than 1,C,Silver,75828
Male,Urban,High School,3.99,0,4,5546.0,More than 1,A,Gold,215088
Female,Rural,Others,6.52,0,3,7137.0,1,A,Platinum,46524
Female,Urban,Bachelor,4.68,1,4,8162.0,More than 1,A,Gold,95916
Male,Rural,Bachelor,10.37,0,7,2723.0,More than 1,A,Platinum,97236
Male,Rural,Bachelor,6.42,1,6,4764.0,More than 1,A,Platinum,68304
Male,Urban,High School,71.8,0,4,6825.0,More than 1,A,Platinum,195036
Female,Rural,Bachelor,,0,7,3551.0,1,B,Silver,62616
Male,Urban,High School,,0,7,5614.0,1,B,Silver,38088
Female,Rural,Bachelor,9.62,0,6,0.0,1,A,Silver,33300
Female,Rural,Bachelor,7.88,0,3,5425.0,More than 1,A,Platinum,107772
Female,Rural,High School,8.81,1,2,5765.0,1,A,Silver,30804
Female,Urban,High School,5.27,0,7,5256.0,More than 1,A,Silver,107076
Male,Rural,High School,5.48,1,5,2588.0,More than 1,B,Platinum,61896
Female,Urban,Others,6.42,1,2,2388.0,1,A,Platinum,31752
Female,Urban,High School,9.83,1,1,0.0,More than 1,C,Silver,483924
Female,Urban,Bachelor,5.23,1,5,3532.0,More than 1,A,Platinum,59484
Male,,High School,7.57,1,8,3961.0,More than 1,A,Platinum,65004
Male,Rural,Bachelor,61.13,0,8,2873.0,More than 1,B,Silver,68412
Female,Urban,High School,8.03,1,4,0.0,1,A,Platinum,61308
Male,Urban,High School,5.3,1,2,3912.0,1,,Gold,44784
Female,Urban,Bachelor,7.34,1,5,6723.0,More than 1,A,Gold,312792
Female,Rural,Bachelor,5.12,1,5,4853.0,More than 1,A,Gold,237996
Male,Urban,Bachelor,6.93,1,2,6269.0,1,A,Gold,38616
Female,Rural,Bachelor,8.45,1,8,0.0,More than 1,A,Silver,73464
Male,Urban,High School,5.65,1,7,3679.0,1,A,Platinum,156756
Female,Rural,High School,,1,6,0.0,1,A,Platinum,61680
Male,Rural,Bachelor,6.39,1,0,3386.0,1,A,Platinum,65916
Male,Urban,High School,7.27,1,8,,More than 1,A,Silver,105624
